Country Name,Country Code,Indicator Name,Indicator Code,Theme,Indicator,Year,Value
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2014,1.64578546
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2015,1.606828288
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2016,1.614268256
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2017,1.549187227
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2018,1.468190965
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2019,1.516120898
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2020,1.567126711
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2021,1.67512095
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2022,1.718624666
Malaysia,MYS,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,Financial System Support,Non-performing Loans,2023,1.653155801
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2000,3.0
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2001,3.53
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2002,3.48
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2003,3.61
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2004,3.54
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2005,3.53
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2006,3.32
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2007,3.31
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2008,3.34
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2009,3.62
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2010,3.32
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2011,3.05
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2012,3.04
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2013,3.14
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2014,2.88
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2015,3.1
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2016,3.44
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2017,3.41
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2018,3.3
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2019,3.33
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2020,4.54
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2021,4.64
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2022,3.93
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2023,3.858
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Economic Well-being,Unemployment,2024,3.846
